#gene	differential_expression_T_test_p_value	out_aug/HAP1_KO1_a_L000/HAP1_KO1_a_L000_gene_featureCounts_only_count.csv_quantile_normalized_RPKM	out_aug/HAP1_KO1_b_L000/HAP1_KO1_b_L000_gene_featureCounts_only_count.csv_quantile_normalized_RPKM	out_aug/HAP1_KO1_c_L000/HAP1_KO1_c_L000_gene_featureCounts_only_count.csv_quantile_normalized_RPKM	out_aug/HAP1_P1_a_L000/HAP1_P1_a_L000_gene_featureCounts_only_count.csv_quantile_normalized_RPKM	out_aug/HAP1_P1_b_L000/HAP1_P1_b_L000_gene_featureCounts_only_count.csv_quantile_normalized_RPKM	out_aug/HAP1_P1_c_L000/HAP1_P1_c_L000_gene_featureCounts_only_count.csv_quantile_normalized_RPKM
ANKRD13B	0.0001340064037545376	27.453673265939795	26.555682441598492	27.467539724650248	33.635803847675156	32.657034375579656	33.223157191793824
ANKRD13D	0.04532573627880282	6.37913280546126	5.959582507963209	5.195092541527503	7.018128121162838	7.544362264688292	6.788728555547224
ANKRD18EP	0.03919278401705658	5.237507379662606	5.138819016480777	5.194191698385133	2.1397353575652756	3.2415404394025082	3.638762182577945
ANKRD27	0.00792888482938158	12.991244043579252	14.082780770143556	13.89064796761087	17.70970613000257	16.78242089936214	18.845241814024046
ANKRD34B	0.009451770460094766	1.1848196833803344	1.7237641881692216	1.5437013166394704	0.6920026447226255	0.5225568815636089	0.29706673607374495
ANKRD9	0.02770154357605836	2.4440454738167166	2.213380535880881	2.42342267484804	3.2395280662082016	2.7477271260649103	3.02541164535872
ANO4	0.033432980837027296	6.269641754571584	5.648360709025192	6.228725430083507	5.5314043809373805	4.9947618226619	5.099363090833039
ANO6	0.024017265400817178	15.523612638369682	16.663455506687132	15.63153776904339	13.649935200753722	12.796140415742814	11.236475903624596
ANO9	0.02424061874866921	1.622037174228181	1.0705077795292348	1.0970238071041745	0.6422256365128666	0.4781685299443537	0.19891309468248666
ANXA1	0.00470789105032149	0.859308810590962	0.7770014996025041	0.5292703826664317	1.8516319792779397	1.9017714440766966	1.9399532106302566
ANXA2	0.018318825002166028	18.695708448270008	21.112011049995328	22.75356482502242	28.653450553970092	28.91436921998937	29.31688501647187
ANXA5	0.014710541264942147	10.213653258654436	10.914582058358155	12.049687832908115	13.614941059507094	14.25960590551235	14.534207966270557
ANXA6	0.003985177783909819	11.518648431127707	12.37286209669862	11.943037442230318	14.276906599656954	13.729896998263952	13.771493877082555
AP000320.7	0.04925244842948173	28.457065448123576	25.85887873405551	29.65691338905461	33.52737480928139	42.23443291673012	36.50534647667117
AP001437.1	0.04764617587834244	0.8561082520566851	1.0412613403853546	2.2339271114271977	3.834666146441023	3.7728909828062736	2.2671275781491165
AP001439.2	0.01163255449651754	1.4736538297121513	1.5239918165447524	1.8105932670970823	1.0533851886737395	0.8411153589107002	0.5931734575559933
AP001625.4	0.016014222074351193	3.864654366301656	3.038821305357095	2.5046545856026934	1.2948670728607108	1.3276592987888336	0.5271265369122328
AP006216.10	0.03440860479277895	8.496826029027812	5.341246563018669	6.571981391975645	2.088395469679312	3.355680424629682	2.9352545303821453
AP2M1	0.004815067414185946	39.476501717035575	37.938767736218274	37.83149153001116	34.3490908960475	35.143419965214996	33.46530919261223
